帳票,分類,決算書科目,勘定科目,補助科目,税区分,検索キー,使用,並び順
貸借対照表,現金及び預金,現金及び預金,現金,"",対象外,,1,1
損益計算書,販売費及び一般管理費,教育研修費,教育研修費,"",課仕 10%,,1
損益計算書,販売費及び一般管理費,業務委託料,業務委託料,"",課仕 10%,,1
損益計算書,販売費及び一般管理費,荷造運賃,荷造運賃,"",課仕 10%,,1
損益計算書,販売費及び一般管理費,広告宣伝費,広告宣伝費,"",課仕 10%,,1
損益計算書,販売費及び一般管理費,接待交際費,接待交際費,"",課仕 10%,"",1
損益計算書,販売費及び一般管理費,接待交際費,接待交際費,飲食費,課仕 10%,,""
損益計算書,販売費及び一般管理費,旅費交通費,旅費交通費,"",課仕 10%,"",1
損益計算書,販売費及び一般管理費,旅費交通費,旅費交通費,通勤手当,課仕 10%,,"",0
損益計算書,販売費及び一般管理費,旅費交通費,旅費交通費,出張手当,課仕 10%,"","",1
損益計算書,販売費及び一般管理費,通信費,通信費,"",課仕 10%,"",1
損益計算書,販売費及び一般管理費,通信費,通信費,携帯電話,課仕 10%,"","",1
損益計算書,販売費及び一般管理費,通信費,通信費,インターネット,課仕 10%,"","",2
損益計算書,販売費及び一般管理費,通信費,通信費,電話代金,課仕 10%,"","",3
損益計算書,販売費及び一般管理費,通信費,通信費,郵送費,課仕 10%,"","",4
損益計算書,販売費及び一般管理費,通信費,通信費,サブスクリプション,課仕 10%,"","",5
損益計算書,販売費及び一般管理費,水道光熱費,水道光熱費,"",課仕 10%,,1
損益計算書,販売費及び一般管理費,修繕費,修繕費,"",課仕 10%,,1
損益計算書,販売費及び一般管理費,備品・消耗品費,備品・消耗品費,"",課仕 10%,"",1
損益計算書,販売費及び一般管理費,車両費,車両費,"",課仕 10%,,1
損益計算書,販売費及び一般管理費,リース料,リース料,"",課仕 10%,,1
損益計算書,販売費及び一般管理費,地代家賃,地代家賃,"",課仕 10%,,1
損益計算書,販売費及び一般管理費,地代家賃,地代家賃,社宅家賃,課仕 10%,"","",1
損益計算書,販売費及び一般管理費,地代家賃,地代家賃,受取家賃,課仕 10%,"","",2
損益計算書,販売費及び一般管理費,地代家賃,地代家賃,事務所家賃,課仕 10%,"","",3
損益計算書,販売費及び一般管理費,保険料,保険料,"",非仕,,1
損益計算書,販売費及び一般管理費,租税公課,租税公課,"",対象外,"",1
損益計算書,販売費及び一般管理費,支払手数料,支払手数料,"",課仕 10%,,1
損益計算書,販売費及び一般管理費,支払手数料,支払手数料,セゾンカードセゾンプラチナビジネス・アメリカンエキスプレスカ,課仕 10%,"","",1
損益計算書,販売費及び一般管理費,支払手数料,支払手数料,オリコカードEX Gold for Biz M4937-**,課仕 10%,"","",2
損益計算書,販売費及び一般管理費,支払報酬,支払報酬,"",課仕 10%,,1
損益計算書,販売費及び一般管理費,会議費,会議費,"",課仕 10%,"",1
損益計算書,販売費及び一般管理費,寄付金,寄付金,"",対象外,,1
損益計算書,販売費及び一般管理費,新聞図書費,新聞図書費,"",課仕 10%,,1
損益計算書,販売費及び一般管理費,減価償却費,減価償却費,"",対象外,,1
損益計算書,販売費及び一般管理費,繰延資産償却,繰延資産償却,"",対象外,,1
損益計算書,販売費及び一般管理費,貸倒引当金繰入額,貸倒引当金繰入額,"",対象外,,1
損益計算書,販売費及び一般管理費,貸倒損失,貸倒損失,"",課売-貸倒 10%,,1
損益計算書,販売費及び一般管理費,雑費,雑費,"",課仕 10%,"",1
損益計算書,販売費及び一般管理費,諸会費,諸会費,"",不明,syokai,1
損益計算書,販売費及び一般管理費,諸会費,諸会費,入会金,不明,"","",1
損益計算書,販売費及び一般管理費,諸会費,諸会費,年会費,不明,"","",2
損益計算書,販売費及び一般管理費,外注費,外注費,"",不明,gaicyu,1
損益計算書,販売費及び一般管理費,外注費,外注費,クラウドワークス,不明,"","",1
損益計算書,販売費及び一般管理費,外注費,外注費,業務委託契約,不明,"","",2
損益計算書,販売費及び一般管理費,長期前払費用償却,長期前払費用償却,"",不明,cyouki,1
損益計算書,営業外収益,受取利息,受取利息,"",非売,,1
損益計算書,営業外収益,受取配当金,受取配当金,"",対象外売,,1
損益計算書,営業外収益,貸倒引当金戻入額,貸倒引当金戻入額,"",対象外,,1
損益計算書,営業外収益,雑収入,雑収入,"",課売 10%,,1
損益計算書,営業外収益,雑収入,雑収入,受取家賃,対象外,"",""
損益計算書,営業外収益,有価証券売却益,有価証券売却益,"",非売-有証,,1
損益計算書,営業外収益,仕入割引,仕入割引,"",課仕-返還 10%,,1
損益計算書,営業外費用,支払利息,支払利息,"",対象外,,1
損益計算書,営業外費用,雑損失,雑損失,"",課仕 10%,,1
損益計算書,営業外費用,有価証券売却損,有価証券売却損,"",対象外,,1
損益計算書,営業外費用,売上割引,売上割引,"",課売-返還 10%,,1
損益計算書,特別利益,前期損益修正益,前期損益修正益,"",対象外,,1
損益計算書,特別利益,固定資産売却益,固定資産売却益,"",対象外,,1
損益計算書,特別利益,投資有価証券売却益,投資有価証券売却益,"",対象外,,1
損益計算書,特別損失,前期損益修正損,前期損益修正損,"",対象外,,1
損益計算書,特別損失,固定資産売却損,固定資産売却損,"",対象外,,1
損益計算書,特別損失,投資有価証券売却損,投資有価証券売却損,"",対象外,,1
損益計算書,法人税等,法人税等,法人税等,"",対象外,,1
損益計算書,法人税等調整額,法人税等調整額,法人税等調整額,"",対象外,,1
